labels,text,lang
ham,K..k..i'm also fine:)when will you complete the course?,english
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",english
spam,"Letzte Chance! Anspruch ur 150 £ Rabattgutscheine heute! Text JA bis 85023 jetzt! SavaMob, Mitglied bietet mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16",german
ham,Which channel:-):-):):-).,english
ham,You should get more chicken broth if you want ramen unless there's some I don't know about,english
ham,Comment va ton bras?,french
ham,"Kein da, wenn Sie ausführen, dass es die Vollversion da aktivieren.",german
ham,Est-ce que tu as un nom de Ashwini à l'université?,french
spam,"Gut gemacht ENGLAND! Holen Sie sich die offizielle Poly Klingelton oder Farbflagge auf Ihrem Handy! Text TONE oder FLAG zu 84199 JETZT! Opt-out txt ENG STOP. Box39822 W111WX £1,50",german
ham,I got lousy sleep. I kept waking up every 2 hours to see if my cat wanted to come in. I worry about him when its cold :(,english
ham,"???? ??? ??, ????? ??? ?? ???? ??? ???? ?? ????? ??? ??? ????? ???? ???????? ???? ????? ??? ?? ???? ????? ???? ???? ?? ??? ???? ??? ??? drolokkks ??? ?? ??? ??? ?? ??? ???? ???",hindi
ham,"Désolé d'avoir flippé hier soir, la merde va sérieusement avec mon colocataire, qu'est-ce que tu mijotes ce soir?",french
spam,"Eerie Nokia Töne 4u, rply TONE TITEL bis 8007 zB TONE DRACULA bis 8007 Titel: GHOST, ADDAMSFA, MUNSTER, EXORCIST, TWILIGHT www.getzed.co.uk POBox36004W45WQ 150p",german
ham,"Hey, was ist mit deinem Projekt?",german
ham,???? ???? ?? ?? Avagancanvanvany ?? ??? ??? ?? ??? ??? ???,hindi
ham,Tu as dit 2 heures et ça fait presque 4... Est-ce que ton internet est en panne?,french
ham,Was pa mir sagen.. Ich ging zum Bad:-),german
ham,C'est ensoleillé en Californie. Le temps est frais.,french
ham,??... ?? ???? ?? ???? ???... ???? ???? tmer ?? ??? ??... ?? ?? ?????,hindi
ham,Ça devrait être magnifique à cette époque de l'année.,french
spam,"Natalie (20/F) lädt Sie ein, ihr Freund zu sein. Antwort JA-165 oder NO-165 Sehen Sie sie: www.SMS.ac/u/natalie2k9 STOP? Senden STOP FRND an 62468",german
spam,"FreeMSG Sie haben einen kostenlosen Mini DIGITAL CAMERA erhalten, antworten Sie einfach SNAP, um Ihren Preis zu sammeln! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",german
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,english
ham,"Sir, ich warte auf Ihren Anruf, sobald Sie frei sind, rufen Sie mich bitte an.",german
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription",english
ham,"Bonjour, princesse, comment allez-vous?",french
ham,Warum bist du nie zurückgekommen?,german
ham,Ich bin zu Hause...,german
ham,TAKE CARE n gET WELL sOOn,french
ham,"freche kleine Idee:'s besser zu flirten, flirten n flirten, anstatt jemanden zu lieben n gettin verletzt, verletzt n verletzt...:-) Gud nyt",german
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..,english
ham,Toujours sur la côte ouest... Haiz... Ü va prendre une éternité pour revenir...,french
ham,Je ne peux même pas cuisiner toute mon électricité est éteinte et j'ai faim.,french
ham,Dites-moi qui est ce pls :-),french
ham,My exam is for february 4. Wish you a great day.,english
ham,Le père de Joy est John. Alors John est le ____ du père de Joy. Si vous avez hav &lt;#&gt; IQ. La question IAS tente de répondre.,french
ham,"Je suppose qu'on n'a pas eu le coup de fil vendredi, peut-on supposer qu'on ne l'aura pas cette année maintenant?",french
ham,Do u noe wat time e place dat verkauft 4d closes?,german
ham,PJON ???????: ??? ??? ?????? ?? ??? ???? ?? ?? ucue # &gt;# &gt; ?? # tlgt; ?? # &gt; ??? ???? ????.,hindi
ham,"????? ???? ?? ?? ???????? ???????? ???: ""??? ???? ???? ??, ???"" ?? ""?? ?? ??? ???? ??, ?? ??? ???? ??""!",hindi
ham,Das hast du besser auch nicht zu fünf anderen Mädchen gesagt.,german
ham,But i'm surprised she still can guess right lor...,english
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc",english
ham,"Haha I heard that, text me when you're around",english
ham,?? ??? ??? ??? ??? ???,hindi
ham,"Nein, nein. Ich prüfe alle Zimmer für Aktivitäten",german
spam,"????? ????? ?? ???? ?? WkXT: TTT ?? ???: T'TR. T'TC ?? ??? www.mace.net S.net Sivivivive 0.255050, 1x1/we/wk/wk.",hindi
ham,"Mit der Welt zu kämpfen ist einfach, u entweder gewinnen oder verlieren bt kämpfen mit einigen1, die nahe an u ist Dificult, wenn u verlieren - u verlieren, wenn u gewinnen - u immer noch verlieren.",german
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz haven?t sent u 1 in ages started driving so stay off roads!RVx,english
ham,??? ?? ?? ??? ??? ???? ???. ??? ?? ???? ??? ?? ???? ??. ???? ?? ?? ???? ????. ??? ??? ???? ???.,hindi
ham,"Es scheint wie ein seltsames Timing, dass die Nacht, die alles, was du und g wollen, ist für mich zu kommen Rauch ist der gleiche Tag, als wenn ein Scheißsturm zugeschrieben wird mir immer kommen und machen alle rauchen",german
ham,"Okay, wenn du sicher bist, lass es mich wissen, wenn du gehst.",german
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,english
spam,RCT' THNQ Adrian for U text. Rgds Vatian,english
ham,J'aimerais qu'on soit ensemble en ce moment!,french
ham,Gudnite....tc... pratique en cours,french
ham,"Gute Nacht, meine Liebe.",german
ham,??? ??? ?? ?? ??? ???? ???????...... ?????? ?? ??? ?? ???? ???? ???. ??? ??????? ???? ????? ???? ???.,hindi
spam,network operator. The service is free. For T & C's visit 80488.biz,english
ham,We're on the opposite side from where we dropped you off,english
ham,First answer my question.,english
ham,So li hai... ich langweile mich jetzt da Dozent Wiederholen der letzten Wochen Sachen Verschwendung Zeit...,german
ham,If You mean the website. Yes.,english
ham,"I guess you could be as good an excuse as any, lol.",english
ham,"Es tut mir leid, dass es dir wehgetan hat.",german
ham,"Sie sind auch süß, Prinzessin. Bitte sagen Sie mir Ihre Vorlieben und Abneigungen im Bett...",german
ham,???????? ?????? ???? Qp ??? ???,hindi
ham,You are right. Meanwhile how's project twins comin up,english
ham,"??????? Okio ?? ???, ?? ???? ????? ??. ?? ?? ????? ?? ????? ???? ??? ?? ?? ?? ??? ????? ??? ?? ????? ???. ????????",hindi
ham,??? ?? ?? ??? ??? ???? ?? ???? ????,hindi
ham,???????. ??.,hindi
ham,??: ???? ????? ??????? ????? ?? ???? ??? ??????,hindi
ham,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,english
ham,"???? ?? ???: ""??? ?? ?????? ??? ???? ??? * ????????? ?? ???: ""????, ????, ???? ?? ?? ?? ?? ?? ????? ?????: ???? ?? ?? ????????? ?? ???? ??!",hindi
ham,Ich wollte ein paar Tacos holen.,german
ham,Aller à l'entraînement lor... Muz perdre des graisses...,french
ham,?????? ???? ????? ?? ???? ?? ???... ????? ?? 630 ?????...,hindi
ham,Pls va de l'avant avec watts. Je voulais juste être sûr.,french
ham,"???? ?????? ?? ??? ????? ??? ??? ???... Hiz... Hiz... siz... stamo ?? ???? ???... ougoughughught ?? ?? ??? ?????? ???? ?? ???? ???, ????? ?? ???? ?? ???? ?? ??? ??? ?? ???? ?? ???...",hindi
ham,"Ich habe einen Beutel gesehen, aber wie nicht v schön...",german
ham,I'm gonna rip out my uterus.,english
ham,???? ?????????...............?,hindi
ham,Assurez-vous de vérifier votre email yahoo. Nous avons envoyé des photos hier,french
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",english
ham,Der alte Obstgarten in der Nähe von univ. Wie wäre es mit dir?,german
ham,Tout le monde s'est bien amusé ce soir.,french
ham,"???? ?? ??? ??? ??. ?? ?? ??? ??, ?? ?? ???? ?? ?? ??. ??????? ?? ?? ????? ??? ???? ?????? ??? ?? ?????? ???? ????. ??? ????:",hindi
ham,"Kein Kerl, seine nicht gefälschte..my frnds haben Geld, thts y i'm reffering u..if u Mitglied mit meinem Mail-Link, u vl gutgeschrieben werden &lt;#&gt; rs und il getiing &lt;#&gt; rs..i kann meine acc wenn es ist &lt;#&gt; rs..",german
ham,Je me joins aujourd'hui officiellement.Pls continuent à prier. will parler plus tard.,french
ham,"Tut mir leid, ich rufe später an.",german
spam,????? ??????? ??! ?? ?? ?? ?? $?? ????? ?? ????? ?? ????! ??? 85023 ?? ??? ??!,hindi
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week,english
ham,"Ich rufe dich später an, habe kein Netzwerk.",german
spam,"Rate was! Jemand, den du insgeheim liebst! Willst du herausfinden, wer es ist? Ruf uns an unter 09065394514 von Festnetz DATEBox1282EssexCM61XN 150p/min 18",german
ham,Je suis en route pour rentrer chez moi. Je suis allé changer ma 4e montre et aller acheter un peu de lor.,french
ham,"Also, das nimmt ein paar Geld Sorgen",german
ham,??? ????? ? ?? ??? ??????? ???? ?? ??? ??,hindi
ham,"??? ?? ???? ??? ??, ?? ress ?? ?? ??? ??? ?? ??? ??",hindi
ham,??? ??? ??? ???? ???? ?? ???? ????,hindi
ham,??? ?? ????? ??? ?? ?????? ?? ?? ?? ??? ???? ????.,hindi
ham,Und natürlich solltest du stinken!,german
ham,1. Visage de tension 2. Visage souriant 3. Visage de déchets 4. Visage innocent 5.Visage de terreur 6.Visuel 7.Visage romantique 8.Visage mobile 9.Visage décent &lt;#&gt;.joker face.,french
ham,"Klingt verrückt, dunno kann nicht tahan...",german
spam,????? AUCAN ACEL ?? ?? Naka 72i ??? ???? ??. ?? ?? ?? ?? ????? ???????? ?? ????? ?? ??? ????? ??. ?????? ???? ?? ??? ??? Wekynnnnnu21. H/S2n22 ?? ??????/W1JL 16+JL,hindi
ham,"????, ??? ?????? ?? ??? ?? ?? ??? ??????",hindi
ham,???? ???? ???? ?? ???? ?? ??? ??? ????? ???. ?? ???? ??????? ??? ????? ?? ???? ???,hindi
ham,Alors on se voit plus tard?,french
ham,"Salut aussi Wesley, comment avez-vous été?",french
ham,Ok...,english
ham,"House-Maid ist der Mörder, weil der Mann auf &lt;#&gt; im Januar ermordet wurde. Als Feiertag sind alle govt.instituitions geschlossen, einschließlich Postamt.",german
ham,?? ?? ???? ????? ???? ?? ?????? ??? ?? ??? ?? ??????? ?? ??? ???? ?? ??? ???...... ????? ??? ????? ??? ?? ?? ??? ?? ??? ?? ???? ?? ??? ??? ?? ???...... ????? ??? ????? ?? ?? ??? ????? ????? ??? ????? ???? ?????. ??? ???? ?? ?? ?? ???? ?? ?? ??? ??? ?? ???? ?? ???. ?? ???? ??? ??. ?? ???? ???? ??? ??.,hindi
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,english
ham,??? ???? ??? ??? ?? ??? ???. ???? ??? ?? ???? ?? ??? ??? ?? ?? ???? ????? ??. ?? ???? ??? ??? ??? ???? ?????. ?? ??? ???? ?? ??? ???? ????. ?? ??? ???? ?? ??? ???? ?? ????. ???? ?? ?? ?? ?? ????? ??.,hindi
ham,Mauvaises nouvelles...Place de parc de Hype 700 $ studio pris... il ne restait plus que 2 bedrm-900 $...,french
ham,?? ??? ??? ???? ???????? ??? ??.,hindi
ham,???? ??? ????????? ???? ????? ??? ??? ??? ?? ?????? ??? ???????? ?? ??? ??? ???? ?? ?? ???? ????? ???? ?? ??? ?? ????,hindi
ham,Sac needs to carry on:),english
ham,???? ?? ???? ??? ??. ??? ???____ plant ?? ???? ??. ??? ?? scss ?? ??? &gt;#gt; ??? _BAR_ casecacact ???? ???? ?? ????? ???? ??? _BAR_,hindi
ham,"Ok, bien, pas de problème, et quex!",french
ham,Eh bien évidemment pas parce que tous les gens dans ma vie d'université cool sont rentrés à la maison ;_;,french
ham,PJON ???????: ??? ??? ?????? ?? ??? ???? ?? ?? ucue # &gt;# &gt; ?? # tlgt; ?? # &gt; ??? ???? ????.,hindi
ham,"??? ??, ?? ??? ?? ???? ?? h ???? ???? ?????? ???? ?? ??? ??? ??? ???? ????. ?? ???? ????? ?? ??? ????? ??? ?????",hindi
spam,22 Tage bis zum Start! Für Euro2004 U wird auf dem Laufenden gehalten werden mit den neuesten Nachrichten und Ergebnisse täglich. Zu entfernen senden GET TXT STOP an 83222,german
spam,"YOM ?? ?????? ?????? ???? AOM, ????? GBP5/ ???. AOM6, ??. AOM1, ??.",hindi
ham,"?????? ??? ??, ???? ?? ?? ?? ???? ????? ?",hindi
ham,Wir können ein Baby in yo tho machen,german
ham,"Reçu, compris n a agi!",french
ham,"Ich weiß, Sie sind ein beschäftigter Kerl und ich versuche, keine Mühe zu sein. Ich muss einige Prüfungen aus dem Weg und dann versuchen Sie die Autos. Do have a gr8 Tag",german
ham,?? ???? ??? ???. JUSPER ?? back ?? ?? blay ??. 25 ??? ?? ??? ???.,hindi
ham,"??? ??, ??? ??. ???? ???? ?? ?? ??? ??? ?? ????? ??? ?? ??? ????? ?? ??? ????! ?? ?? ?????? ??? ???? ? ??? ?? ?? ???? n ??? ?? ?? ?????? ??? ??? ??? ?????!",hindi
ham,I notice you like looking in the shit mirror youre turning into a right freak,english
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,english
ham,Qu'est-ce que tu veux dire par "tu as presque fini"?,french
ham,645............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................,french
ham,"DASS ALRITE GIRL, U WISSEN GAIL IST NEVA WRONG!!Take CARE SWEET UND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",german
spam,"En tant qu'abonné inscrit au tirage 4 ans, un chèque-cadeau de £100 sera entré sur réception d'un an correct. Quand seront les prochaines olympiques. Txt ans à 80062",french
ham,"Sir, Sie erhalten das Konto nicht mehr als 1 Stunde.",german
ham,"Désolé, je t'appelle plus tard.",french
ham,"?? ??? ?? ???? ??? ??? ??, ????",hindi
ham,K. Did you call me just now ah?,english
ham,K I'll be sure to get up before noon and see what's what,english
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,english
ham,Je lui ai dit que je l'avais rendu.,french
spam,"Vous pouvez arrêter d'autres tonalités club en répondant à ""STOP MIX"" Voir my-tone.com/enjoy. html pour les termes. Tonalités club coût GBP4.50/semaine. MFL, PO Box 1146 MK45 2WT (2/3)",french
spam,Ur cash-balance ist derzeit 500 Pfund - zur Maximierung ur cash-in jetzt senden GO an 86688 nur 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,german
ham,??? ?? ??????? ???? ???? ????? ??. ??? ????? ?? ?? ??? ?? ?? ??? ?? ????? ????? ???? ???. ??????? ????? ?????????? ?? ??? ???.,hindi
spam,S'il vous plaît appeler notre représentant du service à la clientèle au 0800 169 6031 entre 10h et 21h puisque vous avez WON un montant garanti de £1000 cash ou £5000 prix!,french
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..,english
ham,"Was schlimmer ist, ein Kerl, der immer feiern will oder ein Kerl, der eine Beschwerde über die drei Drogenmissbraucher, die er lebt mit",german
ham,"Ich ging eine Stunde 2 c u! does?t, die zeigen, dass ich mich um Sie want u glauben im Ernst?",german
ham,???? ??? ?? ???? ?? ??? ?????? ?? ??? ??,hindi
ham,Haha... j'espère que le reçu sonnera...,french
spam,HXATACAT ?? ??? ??? NTAT: 11551 ??????? ???? ?? ??? ????? ?? ???!,hindi
ham,"Hi:) haben Sie gebeten, waheeda fathima über Urlaub?",german
ham,Pls gehen Sie mit Watt. Ich wollte nur sicher sein. Haben Sie ein tolles Wochenende. Abiola,german
ham,. ????? ???? ?????? ???? ?? ?? ???? ??? ????? ??.,hindi
ham,Gud mrng liebe hav einen schönen Tag,german
ham,"Mmmmm... C'était tellement bon de se réveiller à vos mots ce matin, mon Amour!! Mmm baise... Je t'aime aussi, mon Lion... *dévorant baiser de l'autre côté de la mer*",french
ham,No..jst change tat only..,english
ham,???? ???? ?? ?? Angancivi ????? ??? ?? ?? ???,hindi
ham,Daddy wird sich gut um dich kümmern :),german
ham,Ok i wan aussi 2 watch e 21 pm show...,french
spam,?????AVAT! ???? 2003 ???? ??????? 07808XXXXXX 8NDINDINESINDIINI. 08992 ?????????? ???: 485 ?? 485/9/04 ?? ???? ???? ??.,hindi
ham,"J'ai &lt;#&gt;, d'une façon ou d'une autre?",french
ham,"Ich frage mich nur, was du gerade tust?",german
ham,Ich sehe eine Tasse Kaffee Animation,german
ham,"Ich habe mein Handy zu Hause gelassen und einfach nur Ur-Nachrichten gesehen. Ich hoffe, du bist gut. Ich wünsche dir ein tolles Wochenende.",german
ham,Was Heute-Sonntag..Sonntag ist Urlaub..so keine Arbeit..,german
ham,Fragen tun u knw sie oder nt? Kann ur frnds oder Klassenkameraden sein?,german
ham,??? ???? ?? ??? ???? ????? ????,hindi
spam,Vous avez gagné un prix garanti de 32000 ou peut-être même £1000 cash pour réclamer l'appel de l'ur adjudicataire gratuit le 0800..... (18+). Son un numéro légitime efreefone wat u pensez-vous??,french
